company,title,main_comment,invited_or_not,rating
Lidl Webshop,Delivery was too long,"Delivery was too long. It took 7 days to deliver the goods. So if you planning a trip and want to get some items for it do it in another place, as this one was late for my trip, so money were not well spent.",0,2
Lidl Webshop,Good service and delivery!,,0,5
Lidl Webshop,Here is my strong advise,Here is my strong advise: DO NOT MAKE ANY ORDERS UNLESS YOU ARE READY TO WAIT FOR TWO WEEKS UNDER HOUSE ARREST BECAUSE OF THEIR MISLEADING DELIVERY DATES + GET READY TO ADD SOME 30 EXTRA EUROS WHICH THE COSTS OF CALLING THEM TO MAKE COMPLAINTS AND LISTEN TO POLITE APOLOGIES,0,1
Lidl Webshop,Customer service really slow,"Customer service really slow. They tell you they will reply in 24 hours. I wrote them again 2 days later, and then they told me that everytime I write to them, my issue goes to the bottom of the queue ""resetting"" the 24 hour time. This is the worst garbage system I ever found. Not to mention that I ordered some balcony tiles, the delivery was late, I wasn't home anymore and half of them got returned (why half, don't ask me). Then the shop stopped selling those tiles, which leaves me a half finished balcony....",0,2
Lidl Webshop,Transport issues...,"I ordered 2 mattresses and received first one and the second one after few days and when I ordered both should have arrived at once according to your data. Also it wasn't really clear when the second one will arrive when I looked in my account on your website. Please use accurate information in the future.PS: The mattresses are really good, this is why I grant 3 stars, otherwise it would have been 1 star.",0,3
Lidl Webshop,"Good products, bad service","The garden tools I ordered are fine. Low-cost but reasonable quality.I was very disappointed with the ordering process. The delivery time changed from that advertised when I placed the order so something I was expecting within 48 hours took a lot longer.I bought the thing I needed elsewhere and emailed customer services immediately to cancel the order but it took them over a week to get back to me by which time the items had arrived. Two of the items I ordered came within 5 days but the main item, the one I actually needed, took much longer. I can’t tell you exactly how long as we were on holiday by this point. The delivery person left it on the doorstep in full view of everyone passing. It wasn’t stolen. Fortunately.I’m very disappointed with the service here. I expect transparency over delivery times and I expect a better, more timely response from the customer services department.",0,3
Lidl Webshop,The delivery was taking long,,0,3
Lidl Webshop,Orde placed on 26 November and received…,"Orde placed on 26 November and received confirmation that order had been shipped on 30 November and took 4 days for running a order for just 1 minute work, UNBELIEVABLE !! How can your webshop lives in this way? Today is 3 December, I have received nothing. For sure, this is my last time to order via Lidl😟",0,1
Lidl Webshop,Just wonderful,"I think Lidle has one of the best online website for anything. Always satisfied with Lidle, My Lidle experience has been wonderful so far. Lidle customer service is awesome. Really excellent service, always responsive., Their prices are pretty good as well. They have almost everything you need. Fast delivery, I definitely give them 5 stars all the way.",0,5
Lidl Webshop,This is my second favorite shop chain,"This is my second favorite shop chain, almost everything is great, but the prices on some goods can be higher than in the stores nearby. Generally I shop here for small purchases, where I don't care too much about how good of a deal I am getting",0,5
Lidl Webshop,"""LIDL CUSTOMER SERVICES""","Absolutely Symbolic ""customer service"" within the UK & also Europe! As Soon as a problem arrises ither beeing, over charged or awaiting a refund* which seems to take an Eternity by ""LIDL UK"" for faulty goods ect, or none food items (ie) Electrical! the issues seems, to... escalating & prolong further! As for the Food side great quality mostly, although in the last 3'years or so ive encounted over 7' faulty Electrical items for.... no apparent reason, other than to say very poor to Average Quality at best.... ""Dont be fooled by there advitising as its 1'st.... class* Although the same Carnt be said for there customer Service""",0,1
Lidl Webshop,Thank you to Mr. Jasper Bakker for your professionalism.,"A week ago I made a review about my awfull experience with the customer support.On the same day I got a call from the gentleman mentioned above, in order to solve the situation.Mr. Bakker was very professional in our conversation and everything we discussed was fulfilled. I must say that it was assured to me that the people that I dealt with in my previous contacts with Lidl's costumer support don't reflect on the company. I realize that ""you can't throw away all the potatoes just because a few are rotten"", pardon the analogy. Again thank you for your professionalism.",0,5
Lidl Webshop,Embarressing,"i am here to review their website and application process. it is absolutely shocking. an embarrassment of a website, impossible to find a login section and when i do, i am met with error after error with no solution.",0,1
Lidl Webshop,lidl challenge aldi. for quality  regular stock,"i used lidl today..i got fed up with aldi..end of range stuff.everytime i went there.they never had the stuff i bought the week before..so i tried lidlnow i had a great experience in lidl..the prices are ok..but the quality of meats that actully taste good..the bread is great bacon. garlic sausage . i seem to be able to spend ...about £30 at lidl. which i found it very difficult to spend £10 at aldi. even when they were ok.please give lidl a chance you may be suprised these days..lidl garlic sausage ..has gone tasteless now..so i dont buy it any longer..i hope their other items stay the same..what ashame....i have tried to contact lidl ,,but its impossible to do this..they want to knowmy insurance number to log in..totall stupid",0,5
Lidl Webshop,I was pleased to hear the cheap prices …,I was pleased to hear the cheap prices I had lidl food tinned potatoes tomatoes sweet corn chicken for about three months and started.becoming ILL and dizzy there's no nutrition in any.food even if its fresh they sell the worst cheap chemical in there food ASPARTAME was used in nearly all their ingredients and made me ILL nauseas weak tired head aches and more . better to avoid if you are already in bad health,0,1
Lidl Webshop,delivered on time.,"I have the microwave Silvercrest with knobs now in use for a month. This has the size I was looking for because he has to be in a small cabinet in the kitchen. He is very beautiful. The price also made me feel good. The device is doing fine. He is not so big, but enough for me to make milk in warm milk. I think the knobs are handy.Was neatly delivered on time.",0,5
Lidl Webshop,I strongly advise people not to buy …,I strongly advise people not to buy anything from this terrible web shop. I bought a blender and broke down only 3 months later. I called the customer service for a replacement or a refund. Every time I call them they tell me the same exact statement: Our maintenance service will call you soon. But they never call. I emailed them so many times but they never answer my emails. It's been now 4 months and I'm still waiting.,0,1
Lidl Webshop,Staff need to realise who pays their wages,I went to the woolwell store today. The woman that served us on the till never looked at us or spoke to even tell us how much our bill was. All she did was shove the receipt at us.,0,1
Lidl Webshop,missing parts,"Do not buy electrical appliances from this company, I bought a kettle which had filter missing and they do not want to know about replacing missing filter.",0,1
